id_store,week,orders
351,2018-12-03 00:00:00+00:00,75
351,2018-12-10 00:00:00+00:00,59
351,2018-12-17 00:00:00+00:00,77
351,2018-12-24 00:00:00+00:00,69
351,2018-12-31 00:00:00+00:00,69
351,2019-01-07 00:00:00+00:00,74
351,2019-01-14 00:00:00+00:00,104
351,2019-01-21 00:00:00+00:00,79
351,2019-01-28 00:00:00+00:00,100
351,2019-02-04 00:00:00+00:00,94
351,2019-02-11 00:00:00+00:00,88
351,2019-02-18 00:00:00+00:00,82
351,2019-02-25 00:00:00+00:00,73
351,2019-03-04 00:00:00+00:00,81
351,2019-03-11 00:00:00+00:00,83
351,2019-03-18 00:00:00+00:00,77
351,2019-03-25 00:00:00+00:00,86
351,2019-04-01 00:00:00+00:00,82
351,2019-04-08 00:00:00+00:00,84
351,2019-04-15 00:00:00+00:00,60
351,2019-04-22 00:00:00+00:00,88
351,2019-04-29 00:00:00+00:00,85
351,2019-05-06 00:00:00+00:00,84
351,2019-05-13 00:00:00+00:00,87
351,2019-05-20 00:00:00+00:00,73
351,2019-05-27 00:00:00+00:00,63
351,2019-06-03 00:00:00+00:00,62
351,2019-06-10 00:00:00+00:00,81
351,2019-06-17 00:00:00+00:00,64
351,2019-06-24 00:00:00+00:00,59
351,2019-07-01 00:00:00+00:00,48
351,2019-07-08 00:00:00+00:00,60
351,2019-07-15 00:00:00+00:00,59
351,2019-07-22 00:00:00+00:00,56
351,2019-07-29 00:00:00+00:00,51
351,2019-08-19 00:00:00+00:00,67
351,2019-08-26 00:00:00+00:00,52
351,2019-09-02 00:00:00+00:00,96
351,2019-09-09 00:00:00+00:00,55
351,2019-09-16 00:00:00+00:00,78
351,2019-09-23 00:00:00+00:00,84
351,2019-09-30 00:00:00+00:00,87
351,2019-10-07 00:00:00+00:00,75
351,2019-10-14 00:00:00+00:00,84
351,2019-10-21 00:00:00+00:00,95
351,2019-10-28 00:00:00+00:00,55
360,2016-05-02 00:00:00+00:00,39
360,2016-05-09 00:00:00+00:00,63
360,2016-05-16 00:00:00+00:00,66
360,2016-05-23 00:00:00+00:00,46
360,2016-05-30 00:00:00+00:00,79
360,2016-06-06 00:00:00+00:00,57
360,2016-06-13 00:00:00+00:00,58
360,2016-06-20 00:00:00+00:00,66
360,2016-06-27 00:00:00+00:00,58
360,2016-07-04 00:00:00+00:00,55
360,2016-07-11 00:00:00+00:00,32
360,2016-07-18 00:00:00+00:00,46
360,2016-07-25 00:00:00+00:00,34
360,2016-08-01 00:00:00+00:00,63
360,2016-08-15 00:00:00+00:00,30
360,2016-08-22 00:00:00+00:00,34
360,2016-08-29 00:00:00+00:00,42
360,2016-09-05 00:00:00+00:00,55
360,2016-09-12 00:00:00+00:00,58
360,2016-09-19 00:00:00+00:00,67
360,2016-09-26 00:00:00+00:00,65
360,2016-10-03 00:00:00+00:00,70
360,2016-10-10 00:00:00+00:00,70
360,2016-10-17 00:00:00+00:00,59
360,2016-10-24 00:00:00+00:00,68
360,2016-10-31 00:00:00+00:00,62
360,2016-11-07 00:00:00+00:00,62
360,2016-11-14 00:00:00+00:00,71
360,2016-11-21 00:00:00+00:00,79
360,2016-11-28 00:00:00+00:00,72
360,2016-12-05 00:00:00+00:00,78
360,2016-12-12 00:00:00+00:00,57
360,2016-12-19 00:00:00+00:00,61
360,2016-12-26 00:00:00+00:00,57
360,2017-01-02 00:00:00+00:00,56
360,2017-01-09 00:00:00+00:00,66
360,2017-01-23 00:00:00+00:00,82
360,2017-01-30 00:00:00+00:00,64
360,2017-02-06 00:00:00+00:00,74
360,2017-02-13 00:00:00+00:00,101
360,2017-02-20 00:00:00+00:00,67
360,2017-02-27 00:00:00+00:00,68
360,2017-03-06 00:00:00+00:00,67
360,2017-03-13 00:00:00+00:00,54
360,2017-03-20 00:00:00+00:00,71
360,2017-03-27 00:00:00+00:00,68
360,2017-04-03 00:00:00+00:00,73
360,2017-04-10 00:00:00+00:00,33
360,2017-04-17 00:00:00+00:00,70
360,2017-04-24 00:00:00+00:00,54
360,2017-05-08 00:00:00+00:00,56
360,2017-05-15 00:00:00+00:00,71
360,2017-05-22 00:00:00+00:00,47
360,2017-05-29 00:00:00+00:00,45
360,2017-06-05 00:00:00+00:00,35
360,2017-06-12 00:00:00+00:00,56
360,2017-06-19 00:00:00+00:00,42
360,2017-06-26 00:00:00+00:00,61
360,2017-07-03 00:00:00+00:00,50
360,2017-07-10 00:00:00+00:00,45
360,2017-07-17 00:00:00+00:00,68
360,2017-07-24 00:00:00+00:00,66
360,2017-07-31 00:00:00+00:00,44
360,2017-08-21 00:00:00+00:00,58
360,2017-08-28 00:00:00+00:00,66
360,2017-09-04 00:00:00+00:00,63
360,2017-09-11 00:00:00+00:00,52
360,2017-09-18 00:00:00+00:00,73
360,2017-09-25 00:00:00+00:00,67
360,2017-10-02 00:00:00+00:00,75
360,2017-10-09 00:00:00+00:00,55
360,2017-10-16 00:00:00+00:00,73
360,2017-10-23 00:00:00+00:00,61
360,2017-10-30 00:00:00+00:00,62
360,2017-11-06 00:00:00+00:00,54
360,2017-11-13 00:00:00+00:00,65
360,2017-11-20 00:00:00+00:00,55
360,2017-11-27 00:00:00+00:00,58
360,2017-12-04 00:00:00+00:00,74
360,2017-12-11 00:00:00+00:00,52
360,2017-12-18 00:00:00+00:00,39
360,2017-12-25 00:00:00+00:00,36
360,2018-01-01 00:00:00+00:00,49
360,2018-01-08 00:00:00+00:00,65
360,2018-01-15 00:00:00+00:00,72
360,2018-01-22 00:00:00+00:00,84
360,2018-01-29 00:00:00+00:00,94
360,2018-02-05 00:00:00+00:00,63
360,2018-02-12 00:00:00+00:00,87
360,2018-02-19 00:00:00+00:00,60
360,2018-02-26 00:00:00+00:00,94
360,2018-03-05 00:00:00+00:00,85
360,2018-03-12 00:00:00+00:00,54
360,2018-03-19 00:00:00+00:00,63
360,2018-03-26 00:00:00+00:00,65
360,2018-04-02 00:00:00+00:00,58
360,2018-04-09 00:00:00+00:00,52
360,2018-04-16 00:00:00+00:00,55
360,2018-04-23 00:00:00+00:00,51
360,2018-04-30 00:00:00+00:00,42
360,2018-05-14 00:00:00+00:00,60
360,2018-05-21 00:00:00+00:00,36
360,2018-05-28 00:00:00+00:00,58
360,2018-06-04 00:00:00+00:00,38
360,2018-06-11 00:00:00+00:00,56
360,2018-06-18 00:00:00+00:00,47
360,2018-06-25 00:00:00+00:00,51
360,2018-07-02 00:00:00+00:00,37
360,2018-07-09 00:00:00+00:00,48
360,2018-07-16 00:00:00+00:00,58
360,2018-07-23 00:00:00+00:00,52
360,2018-07-30 00:00:00+00:00,44
360,2018-08-06 00:00:00+00:00,34
360,2018-08-27 00:00:00+00:00,59
360,2018-09-03 00:00:00+00:00,64
360,2018-09-10 00:00:00+00:00,64
360,2018-09-17 00:00:00+00:00,63
360,2018-09-24 00:00:00+00:00,60
360,2018-10-01 00:00:00+00:00,88
360,2018-10-08 00:00:00+00:00,71
360,2018-10-15 00:00:00+00:00,58
360,2018-10-22 00:00:00+00:00,57
360,2018-10-29 00:00:00+00:00,72
360,2018-11-05 00:00:00+00:00,76
360,2018-11-12 00:00:00+00:00,60
360,2018-11-19 00:00:00+00:00,69
360,2018-11-26 00:00:00+00:00,63
360,2018-12-03 00:00:00+00:00,63
360,2018-12-10 00:00:00+00:00,75
360,2018-12-17 00:00:00+00:00,52
360,2018-12-24 00:00:00+00:00,43
360,2019-01-07 00:00:00+00:00,68
360,2019-01-14 00:00:00+00:00,49
360,2019-01-21 00:00:00+00:00,59
360,2019-01-28 00:00:00+00:00,60
360,2019-02-04 00:00:00+00:00,61
360,2019-02-11 00:00:00+00:00,75
360,2019-02-18 00:00:00+00:00,59
360,2019-02-25 00:00:00+00:00,68
360,2019-03-04 00:00:00+00:00,70
360,2019-03-11 00:00:00+00:00,74
360,2019-03-18 00:00:00+00:00,53
360,2019-03-25 00:00:00+00:00,73
360,2019-04-01 00:00:00+00:00,51
360,2019-04-08 00:00:00+00:00,68
360,2019-04-15 00:00:00+00:00,37
360,2019-04-22 00:00:00+00:00,43
360,2019-04-29 00:00:00+00:00,35
360,2019-05-06 00:00:00+00:00,24
360,2019-05-13 00:00:00+00:00,73
360,2019-05-20 00:00:00+00:00,68
360,2019-05-27 00:00:00+00:00,48
360,2019-06-03 00:00:00+00:00,59
360,2019-06-10 00:00:00+00:00,64
360,2019-06-17 00:00:00+00:00,64
360,2019-06-24 00:00:00+00:00,45
360,2019-07-01 00:00:00+00:00,58
360,2019-07-08 00:00:00+00:00,81
360,2019-07-15 00:00:00+00:00,74
360,2019-07-22 00:00:00+00:00,55
360,2019-07-29 00:00:00+00:00,41
360,2019-08-05 00:00:00+00:00,55
360,2019-08-19 00:00:00+00:00,23
360,2019-08-26 00:00:00+00:00,56
360,2019-09-02 00:00:00+00:00,78
360,2019-09-09 00:00:00+00:00,63
360,2019-09-16 00:00:00+00:00,56
360,2019-09-23 00:00:00+00:00,85
360,2019-09-30 00:00:00+00:00,94
360,2019-10-07 00:00:00+00:00,77
360,2019-10-14 00:00:00+00:00,95
360,2019-10-21 00:00:00+00:00,99
360,2019-10-28 00:00:00+00:00,69
360,2019-11-04 00:00:00+00:00,81
360,2019-11-11 00:00:00+00:00,77
360,2019-11-18 00:00:00+00:00,60
360,2019-11-25 00:00:00+00:00,82
360,2019-12-02 00:00:00+00:00,39
360,2019-12-09 00:00:00+00:00,38
360,2019-12-16 00:00:00+00:00,54
360,2019-12-23 00:00:00+00:00,29
360,2020-01-06 00:00:00+00:00,55
360,2020-01-13 00:00:00+00:00,93
360,2020-01-20 00:00:00+00:00,67
360,2020-01-27 00:00:00+00:00,77
360,2020-02-03 00:00:00+00:00,69
360,2020-02-10 00:00:00+00:00,80
360,2020-02-17 00:00:00+00:00,65
360,2020-02-24 00:00:00+00:00,73
360,2020-03-02 00:00:00+00:00,71
360,2020-03-09 00:00:00+00:00,46
360,2020-05-25 00:00:00+00:00,1
360,2020-06-15 00:00:00+00:00,3
360,2020-06-22 00:00:00+00:00,32
360,2020-06-29 00:00:00+00:00,38
360,2020-07-06 00:00:00+00:00,30
360,2020-07-13 00:00:00+00:00,21
360,2020-07-20 00:00:00+00:00,28
360,2020-07-27 00:00:00+00:00,5
360,2020-08-17 00:00:00+00:00,20
360,2020-08-24 00:00:00+00:00,34
360,2020-08-31 00:00:00+00:00,32
360,2020-09-07 00:00:00+00:00,39
360,2020-09-14 00:00:00+00:00,33
360,2020-09-21 00:00:00+00:00,55
360,2020-09-28 00:00:00+00:00,64
360,2020-10-05 00:00:00+00:00,50
360,2020-10-12 00:00:00+00:00,59
360,2020-10-19 00:00:00+00:00,48
360,2020-10-26 00:00:00+00:00,28
730,2015-11-09 00:00:00+00:00,1
730,2015-11-30 00:00:00+00:00,87
730,2015-12-07 00:00:00+00:00,81
730,2015-12-14 00:00:00+00:00,62
730,2015-12-21 00:00:00+00:00,59
730,2015-12-28 00:00:00+00:00,97
730,2016-01-18 00:00:00+00:00,32
730,2016-01-25 00:00:00+00:00,106
730,2016-02-01 00:00:00+00:00,90
730,2016-02-08 00:00:00+00:00,95
730,2016-02-15 00:00:00+00:00,56
730,2016-02-22 00:00:00+00:00,65
730,2016-02-29 00:00:00+00:00,109
730,2016-03-07 00:00:00+00:00,113
730,2016-03-14 00:00:00+00:00,92
730,2016-03-21 00:00:00+00:00,95
730,2016-03-28 00:00:00+00:00,29
730,2016-04-04 00:00:00+00:00,88
730,2016-04-11 00:00:00+00:00,110
730,2016-04-18 00:00:00+00:00,71
730,2016-04-25 00:00:00+00:00,72
730,2016-05-02 00:00:00+00:00,83
730,2016-05-09 00:00:00+00:00,111
730,2016-05-16 00:00:00+00:00,86
730,2016-05-23 00:00:00+00:00,111
730,2016-05-30 00:00:00+00:00,92
730,2016-06-06 00:00:00+00:00,73
730,2016-06-13 00:00:00+00:00,109
730,2016-06-20 00:00:00+00:00,76
730,2016-06-27 00:00:00+00:00,91
730,2016-07-04 00:00:00+00:00,41
730,2016-07-11 00:00:00+00:00,81
730,2016-07-18 00:00:00+00:00,55
730,2016-07-25 00:00:00+00:00,87
730,2016-08-01 00:00:00+00:00,104
730,2016-08-08 00:00:00+00:00,62
730,2016-08-29 00:00:00+00:00,64
730,2016-09-05 00:00:00+00:00,61
730,2016-09-12 00:00:00+00:00,113
730,2016-09-19 00:00:00+00:00,66
730,2016-09-26 00:00:00+00:00,115
730,2016-10-03 00:00:00+00:00,89
730,2016-10-10 00:00:00+00:00,91
730,2016-10-17 00:00:00+00:00,107
730,2016-10-24 00:00:00+00:00,131
730,2016-10-31 00:00:00+00:00,74
730,2016-11-07 00:00:00+00:00,89
730,2016-11-14 00:00:00+00:00,19
730,2016-11-21 00:00:00+00:00,55
730,2016-11-28 00:00:00+00:00,104
730,2016-12-05 00:00:00+00:00,95
730,2016-12-12 00:00:00+00:00,84
730,2016-12-19 00:00:00+00:00,73
730,2016-12-26 00:00:00+00:00,78
730,2017-01-02 00:00:00+00:00,71
730,2017-01-09 00:00:00+00:00,79
730,2017-01-16 00:00:00+00:00,85
730,2017-01-23 00:00:00+00:00,92
730,2017-01-30 00:00:00+00:00,77
730,2017-02-06 00:00:00+00:00,95
730,2017-02-13 00:00:00+00:00,112
730,2017-02-20 00:00:00+00:00,83
730,2017-02-27 00:00:00+00:00,115
730,2017-03-06 00:00:00+00:00,77
730,2017-03-13 00:00:00+00:00,24
730,2017-03-20 00:00:00+00:00,37
730,2017-03-27 00:00:00+00:00,55
730,2017-04-03 00:00:00+00:00,27
730,2017-04-10 00:00:00+00:00,23
730,2017-04-17 00:00:00+00:00,33
730,2017-04-24 00:00:00+00:00,45
730,2017-05-01 00:00:00+00:00,37
730,2017-05-08 00:00:00+00:00,53
730,2017-05-15 00:00:00+00:00,41
730,2017-05-22 00:00:00+00:00,33
730,2017-05-29 00:00:00+00:00,41
730,2017-06-05 00:00:00+00:00,41
730,2017-06-12 00:00:00+00:00,33
730,2017-06-19 00:00:00+00:00,26
730,2017-06-26 00:00:00+00:00,41
730,2017-07-03 00:00:00+00:00,33
730,2017-07-10 00:00:00+00:00,37
730,2017-07-17 00:00:00+00:00,32
730,2017-07-24 00:00:00+00:00,35
730,2017-07-31 00:00:00+00:00,16
730,2017-08-28 00:00:00+00:00,12
730,2017-09-04 00:00:00+00:00,14
730,2017-09-11 00:00:00+00:00,24
730,2017-09-18 00:00:00+00:00,13
730,2017-09-25 00:00:00+00:00,23
730,2017-10-02 00:00:00+00:00,17
730,2017-10-09 00:00:00+00:00,41
730,2017-10-16 00:00:00+00:00,8
730,2017-10-23 00:00:00+00:00,27
730,2017-10-30 00:00:00+00:00,33
730,2017-11-06 00:00:00+00:00,42
730,2017-11-13 00:00:00+00:00,33
730,2017-11-20 00:00:00+00:00,54
730,2017-11-27 00:00:00+00:00,13
730,2017-12-04 00:00:00+00:00,47
730,2017-12-11 00:00:00+00:00,45
730,2017-12-18 00:00:00+00:00,30
730,2017-12-25 00:00:00+00:00,44
730,2018-01-08 00:00:00+00:00,33
730,2018-01-15 00:00:00+00:00,48
730,2018-01-22 00:00:00+00:00,57
730,2018-01-29 00:00:00+00:00,44
730,2018-02-05 00:00:00+00:00,37
730,2018-02-12 00:00:00+00:00,50
730,2018-02-19 00:00:00+00:00,47
730,2018-02-26 00:00:00+00:00,30
730,2018-03-05 00:00:00+00:00,36
730,2018-03-12 00:00:00+00:00,32
730,2018-03-19 00:00:00+00:00,15
730,2018-03-26 00:00:00+00:00,11
730,2018-04-02 00:00:00+00:00,36
730,2018-04-09 00:00:00+00:00,44
730,2018-04-16 00:00:00+00:00,9
730,2018-04-23 00:00:00+00:00,39
730,2018-04-30 00:00:00+00:00,24
730,2018-05-07 00:00:00+00:00,24
730,2018-05-14 00:00:00+00:00,34
730,2018-05-21 00:00:00+00:00,22
730,2018-05-28 00:00:00+00:00,17
730,2018-06-04 00:00:00+00:00,31
730,2018-06-11 00:00:00+00:00,32
730,2018-06-18 00:00:00+00:00,15
730,2018-07-02 00:00:00+00:00,10
730,2018-07-09 00:00:00+00:00,37
730,2018-07-16 00:00:00+00:00,24
730,2018-07-23 00:00:00+00:00,25
730,2018-07-30 00:00:00+00:00,28
730,2018-08-06 00:00:00+00:00,3
730,2018-08-13 00:00:00+00:00,19
730,2018-08-20 00:00:00+00:00,24
730,2018-08-27 00:00:00+00:00,30
730,2018-09-03 00:00:00+00:00,12
730,2018-09-10 00:00:00+00:00,16
730,2018-09-17 00:00:00+00:00,19
730,2018-09-24 00:00:00+00:00,21
730,2018-10-01 00:00:00+00:00,37
730,2018-10-08 00:00:00+00:00,38
730,2018-10-15 00:00:00+00:00,32
730,2018-10-22 00:00:00+00:00,36
730,2018-10-29 00:00:00+00:00,15
730,2018-11-05 00:00:00+00:00,4
730,2018-11-12 00:00:00+00:00,30
730,2018-11-19 00:00:00+00:00,31
730,2018-11-26 00:00:00+00:00,29
730,2018-12-03 00:00:00+00:00,31
730,2018-12-10 00:00:00+00:00,42
730,2018-12-17 00:00:00+00:00,7
730,2018-12-24 00:00:00+00:00,25
730,2018-12-31 00:00:00+00:00,30
730,2019-01-07 00:00:00+00:00,36
730,2019-01-14 00:00:00+00:00,25
730,2019-01-21 00:00:00+00:00,23
730,2019-01-28 00:00:00+00:00,36
730,2019-02-04 00:00:00+00:00,32
730,2019-02-11 00:00:00+00:00,39
730,2019-02-18 00:00:00+00:00,15
730,2019-02-25 00:00:00+00:00,38
730,2019-03-04 00:00:00+00:00,18
730,2019-03-11 00:00:00+00:00,31
730,2019-03-18 00:00:00+00:00,20
730,2019-03-25 00:00:00+00:00,34
730,2019-04-01 00:00:00+00:00,40
730,2019-04-08 00:00:00+00:00,38
730,2019-04-15 00:00:00+00:00,40
730,2019-04-22 00:00:00+00:00,15
730,2019-04-29 00:00:00+00:00,35
730,2019-05-06 00:00:00+00:00,37
730,2019-05-27 00:00:00+00:00,20
730,2019-06-03 00:00:00+00:00,17
730,2019-06-10 00:00:00+00:00,28
730,2019-06-17 00:00:00+00:00,38
730,2019-06-24 00:00:00+00:00,39
730,2019-07-01 00:00:00+00:00,29
730,2019-07-08 00:00:00+00:00,20
730,2019-07-15 00:00:00+00:00,42
730,2019-07-22 00:00:00+00:00,15
730,2019-07-29 00:00:00+00:00,15
730,2019-08-05 00:00:00+00:00,24
730,2019-08-12 00:00:00+00:00,33
730,2019-08-19 00:00:00+00:00,34
730,2019-08-26 00:00:00+00:00,43
730,2019-09-02 00:00:00+00:00,1
730,2019-09-09 00:00:00+00:00,43
730,2019-09-16 00:00:00+00:00,45
730,2019-09-23 00:00:00+00:00,27
730,2019-09-30 00:00:00+00:00,46
730,2019-10-07 00:00:00+00:00,47
730,2019-10-14 00:00:00+00:00,27
730,2019-10-21 00:00:00+00:00,46
730,2019-10-28 00:00:00+00:00,24
730,2019-11-04 00:00:00+00:00,18
730,2019-11-11 00:00:00+00:00,47
730,2019-11-18 00:00:00+00:00,49
730,2019-11-25 00:00:00+00:00,43
730,2019-12-02 00:00:00+00:00,58
730,2019-12-09 00:00:00+00:00,39
730,2019-12-16 00:00:00+00:00,43
730,2019-12-23 00:00:00+00:00,31
730,2019-12-30 00:00:00+00:00,25
730,2020-01-06 00:00:00+00:00,45
730,2020-01-13 00:00:00+00:00,40
730,2020-01-20 00:00:00+00:00,35
730,2020-01-27 00:00:00+00:00,49
730,2020-02-03 00:00:00+00:00,42
730,2020-02-10 00:00:00+00:00,48
730,2020-02-17 00:00:00+00:00,29
730,2020-02-24 00:00:00+00:00,31
730,2020-03-02 00:00:00+00:00,35
730,2020-03-09 00:00:00+00:00,33
730,2020-06-08 00:00:00+00:00,6
730,2020-06-15 00:00:00+00:00,33
730,2020-06-22 00:00:00+00:00,14
730,2020-06-29 00:00:00+00:00,13
1513,2016-04-04 00:00:00+00:00,88
1513,2016-04-11 00:00:00+00:00,123
1513,2016-04-18 00:00:00+00:00,112
1513,2016-04-25 00:00:00+00:00,113
1513,2016-05-02 00:00:00+00:00,109
1513,2016-05-09 00:00:00+00:00,120
1513,2016-05-16 00:00:00+00:00,115
1513,2016-05-23 00:00:00+00:00,140
1513,2016-05-30 00:00:00+00:00,122
1513,2016-06-06 00:00:00+00:00,101
1513,2016-06-13 00:00:00+00:00,109
1513,2016-06-20 00:00:00+00:00,86
1513,2016-06-27 00:00:00+00:00,111
1513,2016-07-04 00:00:00+00:00,86
1513,2016-07-11 00:00:00+00:00,87
1513,2016-07-18 00:00:00+00:00,80
1513,2016-07-25 00:00:00+00:00,98
1513,2016-08-01 00:00:00+00:00,91
1513,2016-08-08 00:00:00+00:00,90
1513,2016-08-15 00:00:00+00:00,94
1513,2016-08-22 00:00:00+00:00,63
1513,2016-08-29 00:00:00+00:00,83
1513,2016-09-05 00:00:00+00:00,78
1513,2016-09-12 00:00:00+00:00,88
1513,2016-09-19 00:00:00+00:00,85
1513,2016-09-26 00:00:00+00:00,121
1513,2016-10-03 00:00:00+00:00,110
1513,2016-10-10 00:00:00+00:00,118
1513,2016-10-17 00:00:00+00:00,134
1513,2016-10-24 00:00:00+00:00,147
1513,2016-10-31 00:00:00+00:00,120
1513,2016-11-07 00:00:00+00:00,133
1513,2016-11-14 00:00:00+00:00,135
